ID Number,Name,Description,Store ,Price,Tags,Customizations
012,Pangoa Burrito,Brown rice; avocado; aged cheddar; tomatoes; black beans; corn; cilantro; and fiery bbq sauce,Freshii,7.69,entree; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
013,Bamboo Bowl,Brown rice; broccoli; mushrooms; carrots; cabbage; coconut; cilantro; and green curry sauce,Freshii,8.19,gluten free; entree; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
014,Bamboo Burrito,Brown rice; broccoli; mushrooms; carrots; cabbage; coconut; cilantro; and green curry sauce,Freshii,8.19,entree; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
015,Cob Salad,Field greens; hard boiled egg; avocado; bacon; aged cheddar; tomatoes; corn; and greek yogurt ranch,Freshii,8.49,entree; gluten free; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
016,Cob Wrap,Field greens; hard boiled egg; avocado; bacon; aged cheddar; tomatoes; corn; and greek yogurt ranch,Freshii,7.99,entree; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
017,Fiesta Salad,Field greens; avocado; aged cheddar; corn; black beans; salsa fresca; and cilantro lime vinaigrette,Freshii,7.69,entree; gluten free; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
018,Fiesta Wrap,Field greens; avocado; aged cheddar; corn; black beans; salsa fresca; and cilantro lime vinaigrette,Freshii,7.15,entree; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
019,Market Salad,Field greens; quinoa; feta cheese; dried cranberries; beet slaw; strawberries; carrots; and balsamic vinaigrette,Freshii,8.49,entree; gluten free; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
020,Market Wrap,Field greens; quinoa; feta cheese; dried cranberries; beet slaw; strawberries; carrots; and balsamic vinaigrette,Freshii,7.99,entree; lunch; dinner,(Steak: 3.59); (Chicken: 2.35); (Falafel: 2.25); (Tofu: 2.25)
021,Spicy Lemongrass Soup,Your choice of broth; rice noodles; cabbage; carrots; tomatoes; mushrooms; and cilantro,Freshii,6.15,entree; gluten free; lunch; dinner,(Chicken broth: 0.00); (Vegetable broth: 0.00)
022,Reset Juice,Apple; pineapple; cucumber; and mint,Freshii,6.65,beverage; vegan; gluten free,
023,Green Genuis Juice,Green apple; spinach; kale; cellery; lemon; and ginger,Freshii,6.65,beverage; vegan; gluten free,
024,Renew Juice,Carrot; orange; lemon; and tumeric,Freshii,6.65,beverage; vegan; gluten free,
025,Recharge Juice,Carrot; apple; lemon; beet; and ginger,Freshii,6.65,beverage; vegan; gluten free,
026,Green Smoothie,Kale; spinach; pineapple; and avocado smoothie,Freshii,6.15,beverage; breakfast,(Whey protein: 1.00)
027,Strawberry Banana Smoothie,Strawberry and banana smoothie,Freshii,6.15,beverage; breakfast,(Whey protein: 1.00)
028,Plain Bagel,,Einstein's Bagel Bros,1.39,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
029,Everything Bagel,,Einstein's Bagel Bros,1.39,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
030,Sesame Seed Bagel,,Einstein's Bagel Bros,1.39,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
031,Cinnamon Raisin Bagel,,Einstein's Bagel Bros,1.39,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
032,Cranberry Bagel,,Einstein's Bagel Bros,1.39,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
033,Asiago Cheese Bagel,,Einstein's Bagel Bros,1.99,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
034,Chocolate Chip Bagel,,Einstein's Bagel Bros,1.99,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
035,Cinnamon Sugar Bagel,,Einstein's Bagel Bros,1.99,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
036,Blueberry Bagel,,Einstein's Bagel Bros,1.99,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
037,Jalapeno Bagel,,Einstein's Bagel Bros,1.99,breakfast,(Peanut butter: 1.60); (Peanut butter and jelly: 1.80); (Butter: 0.60); (Avocado: 1.00); (Plain shmear: 1.60); (Onion and chive shmear: 1.60); (Salmon shmear: 1.60); (Garden veggie shmear: 1.60); (Honey almond shmear: 1.60); (Strawberry shmear: 1.60); (Jalapeño salsa shmear: 1.60)
038,Big Breakfast Burrito,Bacon; turkey sausage; shredded cheese; green chilies; hash browns; salsa; plain shmear; and two eggs in a flour tortilla,Einstein's Bagel Bros,5.99,breakfast,
039,Bacon and Cheddar Egg Sandwich,Bacon; egg; and cheddar cheese on a plain bagel,Einstein's Bagel Bros,4.99,breakfast,
040,Turkey Sausage and Cheddar Egg Sandwich,Turkey sausage; egg; and cheddar cheese on a plain bagel,Einstein's Bagel Bros,4.99,breakfast,
041,Chedder Egg Sandwhich,Cheddar cheese and egg on a plain bagel,Einstein's Bagel Bros,4.69,vegetarian; breakfast,
042,Cold Brew,,Einstein's Bagel Bros,3.79,beverage; coffee,(Large: 0.40); (Caramel: 0.00); (Vanilla: 0.00); (Vanilla Hazelnut: 0.00)
043,Cheese Pizza Bagel,,Einstein's Bagel Bros,5.79,vegetarian; lunch,
044,Peperoni and Cheese Pizza Bagel,,Einstein's Bagel Bros,5.99,lunch,
045,Peperoni and Chicken Sandwich,Swiss cheese; asiago cheese; red onion; spinach; roasted tomato spread; and ciabatta bread,Einstein's Bagel Bros,6.49,lunch,
046,Spicy Chicken Sandwich,Bacon; cheddar cheese; jalapeños; red onion; jalapaño salsa shmear; and ciabatta bread,Einstein's Bagel Bros,6.49,lunch,
047,Mocha,,Einstein's Bagel Bros,4.49,beverage; coffee,(Large: 0.30); (Caramel flavor shot: 0.80); (Vanilla flavor shot: 0.80); (Espresso shot: 0.80); (Almond milk: 0.80)
048,Latte,,Einstein's Bagel Bros,3.99,beverage; coffee,(Large: 0.30); (Caramel flavor shot: 0.80); (Vanilla flavor shot: 0.80); (Espresso shot: 0.80); (Almond milk: 0.80)
049,Cappuccino,,Einstein's Bagel Bros,3.99,beverage; coffee,(Large: 0.30); (Caramel flavor shot: 0.80); (Vanilla flavor shot: 0.80); (Espresso shot: 0.80); (Almond milk: 0.80)
050,Chai Tea Latte,,Einstein's Bagel Bros,3.99,beverage,(Large: 0.30); (Caramel flavor shot: 0.80); (Vanilla flavor shot: 0.80); (Espresso shot: 0.80); (Almond milk: 0.80)
051,Hot Chocolate,,Einstein's Bagel Bros,3.59,beverage,(Large: 0.30); (Caramel flavor shot: 0.80); (Vanilla flavor shot: 0.80); (Espresso shot: 0.80); (Almond milk: 0.80)
052,Coffee of the Day,,Einstein's Bagel Bros,2.29,beverage,(Large: 0.20)
053,Caramel Macchiato,Whipped cream and caramel sauce,Einstein's Bagel Bros,4.99,beverage,(Large: 0.30)
054,Vanilla White Mocha,Whipped cream and chocolate chips,Einstein's Bagel Bros,4.99,beverage,(Large: 0.30)
055,Tea,,Einstein's Bagel Bros,2.39,beverage,(Large: 0.20); (Ice: 0.00)
056,Coffee Cooler,,Einstein's Bagel Bros,4.99,beverage,(Large: 0.30); (Vanilla: 0.00); (Chocolate: 0.00); (Caramel: 0.00)
057,Strawberry Banana Smoothie,,Einstein's Bagel Bros,4.99,beverage; breakfast,(Large: 0.40)
058,Bean & Egg Taco,,Taco Taco,2.19,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
059,Bacon & Egg Taco,,Taco Taco,2.19,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
060,Chorizo & Egg Taco,,Taco Taco,2.19,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
061,Potatoe & Egg Taco,,Taco Taco,2.19,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
062,Bean & Cheese Taco,,Taco Taco,2.19,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
063,Migas Taco,,Taco Taco,2.59,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
064,Chilaquiles Taco,,Taco Taco,2.99,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
065,Country Sausage & Egg Taco,,Taco Taco,2.59,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
066,Huevos a la Mexicana Taco,,Taco Taco,2.49,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
067,Papas Con Chorizo Taco,,Taco Taco,2.39,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
068,Taco Special,Potatoes; egg; chorizo; and beans,Taco Taco,3.49,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
069,Super Taco,Country sausage; beans; potatoes; and cheese ,Taco Taco,3.49,breakfast,(Potatoes: 0.79); (Cheese: 0.79); (Beans: 0.79); (Bacon: 0.79); (Country Sausage: 0.79); (Guacamole: 0.99)
070,Nachos ,,Taco Taco,6.99,appetizers,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
071,Chicken Fajita Nachos,,Taco Taco,8.99,appetizers,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
072,Beef Fajita Nachos,,Taco Taco,9.99,appetizers,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
073,Chile con Queso ,,Taco Taco,5.99,appetizers,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
074,Guacamole,,Taco Taco,4.99,appetizers,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99); (Large: 2.00)
075,Guacamole Salad,,Taco Taco,5.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
076,Chicken Fajita Taco Salad,,Taco Taco,7.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
077,Beef Fajita Taco Salad ,,Taco Taco,8.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
078,Chicken Fajita Plate,,Taco Taco,8.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
079,Beef Fajita Plate,,Taco Taco,9.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
080,Cheese Quesadilla ,,Taco Taco,5.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
081,Chicken Fajita Quesadilla ,,Taco Taco,6.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
082,Beef Fajita Quesadilla ,,Taco Taco,7.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
083,Rice & Beans Taco,,Taco Taco,2.19,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
084,Chicken Fajita Taco,,Taco Taco,2.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
085,Beef Fajita Taco Salad ,,Taco Taco,3.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
086,Fiesta Taco,Chicken fajita with pico de gallo,Taco Taco,2.99,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
087,El Norteno Chicken,Chicken fajita in a flour tortilla with beans; cheese; and avacado slices ,Taco Taco,7.49,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
088,El Norteno Beef,Beeffajita in a flour tortilla with beans; cheese; and avacado slices ,Taco Taco,8.40,lunch; dinner,(Cheese: 0.79); (Cilantro: 0.79); (Onions: 0.79); (Guacamole: 0.99)
